parts,label,sample_id,type,cbo,dit,rfc,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,nosi,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,RM_LOC,RM_LCOM5,RM_NADC,RM_ATFD,RM_WMC
train,none,5912760,1,7,2,1,0,0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,2,0,0,4,0,1,1,0,0,0,67,1,0,13,0,0,0,5
train,none,7922186,1,11,5,8,0,0,3,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,2,1,0,6,0,5,5,0,0,0,38,1,0,24,0,0,0,8
train,none,7236147,1,7,1,14,0,0,8,2,6,2,0,0,6,0,0,0,1,0,0,1,0,0,0,4,7,0,2,1,0,1,2,11,2,8,1,0,0,0,35,1,0,50,0.4286,0,0,11
train,none,7465368,1,15,2,25,0,0,12,5,5,5,1,1,7,0,0,0,2,1,0,2,0,0,2,6,11,0,4,0,1,2,0,6,0,4,1,0,1,1,182,1,2,56,0.9375,0,0,20
train,none,6800764,2,3,2,12,0,0,10,0,7,0,2,1,10,0,0,0,2,0,0,0,0,2,2,0,7,0,0,0,2,2,1,2,1,2,0,0,0,0,36,25,0,35,1.1111,0,2,10
train,none,6328141,1,0,1,0,0,0,6,0,6,0,0,0,6,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,10,1,0,18,0.8,0,0,6
train,none,4882061,1,5,1,5,0,0,2,0,2,0,0,0,2,0,0,0,4,2,0,4,0,0,4,0,1,0,0,0,0,0,2,4,0,4,0,1,0,0,30,1,0,12,0.75,0,0,2
train,none,8236650,1,5,3,6,0,0,3,0,3,0,0,0,3,0,0,0,2,1,0,2,0,0,1,1,1,0,1,0,0,1,0,3,0,2,1,0,0,0,52,1,0,13,0.75,0,0,4
train,none,9008405,1,6,1,14,0,0,4,0,2,0,2,0,4,0,0,0,4,2,2,0,0,2,4,5,2,2,2,0,3,5,8,21,12,14,4,0,1,0,93,1025,0,56,0.8333,0,0,14
train,none,6135806,1,7,2,14,0,0,6,0,4,1,0,1,5,0,0,0,3,3,0,3,0,0,3,4,9,1,5,0,1,1,6,12,1,10,4,0,0,0,39,0,0,56,0.8667,0,0,18
train,none,6825782,3,2,1,0,-1,-1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,1,0,0,0,1
train,none,3819835,2,10,2,11,0.16666667,0.16666667,8,0,4,4,0,0,4,0,0,1,3,0,0,3,0,0,0,0,3,0,1,1,1,1,0,3,0,3,4,0,0,0,35,1,1,37,1.1429,0,6,12
train,none,4191189,1,5,1,8,0,0,3,0,3,0,0,0,3,0,0,0,1,1,1,0,0,0,1,0,4,0,1,0,1,3,1,4,1,4,2,0,0,0,55,1,0,23,1.5,0,0,6
train,none,6847448,1,11,2,17,0,0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,5,10,14,6,14,0,0,0,0,56,1,0,25,0,0,0,2
train,none,9439755,1,0,5,0,0,0,2,0,2,0,0,0,2,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,22,1,0,6,2,0,0,2
train,none,7303656,1,5,2,1,0,0,14,0,14,0,0,0,14,0,0,0,7,0,0,7,0,0,0,1,7,0,3,0,1,1,0,13,0,7,0,0,1,0,131,17,0,44,0.9231,0,0,14
train,none,5562678,3,10,1,0,0,0,38,0,0,0,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,330,1,0,38,0,0,0,38
train,none,4221494,1,15,3,5,0,0,6,0,5,0,1,0,6,0,0,0,2,2,2,0,0,0,2,4,3,0,3,0,0,5,0,2,0,2,1,0,1,0,133,1,0,20,1.2,0,0,9
train,none,4123555,2,3,3,1,0,0,3,0,3,0,0,0,3,0,0,0,2,1,0,2,0,0,2,0,2,0,0,0,0,0,1,2,0,2,0,0,0,0,13,9,0,9,1.5,0,1,3
train,none,7428271,2,12,3,3,0,0,2,0,2,0,0,0,2,0,0,0,3,1,1,1,1,0,2,3,0,0,0,0,0,1,0,3,0,3,0,0,0,0,30,25,0,8,2,0,3,2
train,none,8271042,2,2,2,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,9,0,0,0,0,0,0,25,0,0,14,0,0,7,2
train,none,5421253,1,1,1,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1025,0,4,0,0,0,2
train,none,8403578,1,3,1,3,0,0,38,0,38,0,0,0,38,0,0,0,19,1,0,19,0,0,1,0,19,0,0,0,0,6,1,19,0,19,0,0,0,0,56,1,0,113,0.9701,0,0,38
train,none,5545552,2,4,2,14,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,2,0,1,3,0,0,0,30,10,0,35,0,0,3,7
train,none,8128905,2,7,3,7,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,10,18,0,5,2,0,0,0,52,0,0,41,0,0,7,8
train,none,9201619,1,12,2,37,0,0,22,0,1,1,20,0,21,4,0,0,3,2,0,3,0,0,2,11,14,0,4,2,0,4,8,13,0,8,1,1,0,0,87,1024,0,96,0.9365,0,0,28
train,none,8300767,1,12,2,28,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,28,20,22,10,22,1,0,0,0,46,1,0,65,0,0,0,2
train,none,7161553,1,5,1,10,0,0,4,2,3,1,0,0,3,0,0,0,5,1,0,5,0,0,5,3,4,1,1,0,0,5,1,8,0,7,2,1,2,0,83,16,0,86,0.7333,0,0,18
train,none,4960684,2,1,1,3,0,0,3,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,9,0,0,0,3
train,none,7260017,1,4,3,11,0,0,13,0,13,0,0,0,13,0,0,0,5,5,0,5,0,0,5,1,7,0,0,0,0,7,1,8,0,8,0,0,0,0,38,1,0,42,0.9167,0,0,13
train,none,7785135,1,1,3,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0
train,none,8233737,1,3,1,4,0,0,4,0,3,0,1,0,4,0,0,0,4,0,0,0,4,0,3,0,4,0,1,0,0,0,0,6,0,4,1,0,0,0,31,1025,0,24,0.6667,0,0,6
train,none,8582752,3,2,1,0,0,0,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,0,6,0,0,0,6
train,none,8629477,1,4,3,1,0,0,3,0,2,0,1,0,3,0,0,0,1,1,0,1,0,0,1,1,2,0,0,0,0,0,1,1,0,1,0,0,0,0,26,1,0,9,1.5,0,0,3
train,none,9135351,1,5,2,1,-1,-1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,69,1,0,12,0,0,0,7
train,none,8733390,1,8,4,13,0,0,12,6,11,0,0,1,12,0,0,0,0,0,0,0,0,0,0,5,9,0,1,0,0,1,1,3,0,3,1,0,0,0,129,1,0,47,0,0,0,16
train,none,5193259,1,3,2,5,0,0,6,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,1,0,0,0,47,1,0,33,0,0,0,9
train,none,4847579,1,15,1,14,0,0,9,2,8,1,0,0,8,0,0,0,9,5,3,6,0,0,8,5,10,0,5,2,1,12,0,14,6,14,3,0,0,0,107,1,0,75,0.9583,0,0,21
train,none,6680763,1,11,2,25,0,0,13,0,7,4,2,0,9,0,0,0,6,5,0,6,0,0,5,5,1,1,3,2,5,26,5,28,3,21,2,1,0,0,112,1,0,118,0.9583,0,0,20
train,none,7742878,1,18,1,15,0,0,18,18,18,0,0,0,18,0,0,0,0,0,0,0,0,0,0,14,18,0,0,0,0,0,1,0,0,0,0,0,8,0,92,1,0,54,0,0,0,18
train,none,7369780,2,2,1,1,0,0,13,0,13,0,0,0,13,0,0,0,7,0,0,7,0,0,1,0,7,0,0,0,0,0,1,9,0,7,0,0,1,0,67,9,0,39,1.0833,1,7,13
train,none,6281870,1,1,1,6,0,0,3,3,2,0,0,1,3,0,0,0,2,2,1,1,0,0,1,5,3,0,1,1,0,2,1,4,1,3,2,0,0,0,63,1,0,18,0.75,0,0,6
train,none,5837941,1,1,1,7,0,0,19,0,19,0,0,0,19,0,0,0,11,2,0,11,0,0,3,1,11,0,1,0,0,6,1,20,0,12,1,0,0,0,86,1,0,69,0.9495,0,0,22
train,none,5205041,1,12,6,34,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,6,1,0,2,0,0,3,2,17,2,17,1,0,0,0,41,1,0,74,0,0,0,10
train,none,4088995,3,2,1,0,0,0,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,5,0,0,0,5
train,none,6678026,1,1,1,8,0,0,11,0,11,0,0,0,11,4,0,0,4,1,0,4,0,0,3,0,4,0,1,0,0,5,0,4,1,5,1,0,0,0,77,1025,0,28,0.9,0,0,12
train,none,6388458,2,5,3,3,0,0,3,0,2,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,20,18,0,11,1.5,0,1,3
train,none,6176170,1,3,1,4,0,0,5,0,4,1,0,0,4,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,32,1,0,15,0,0,0,5
train,none,9369034,1,3,2,9,0,0,15,7,1,7,0,7,9,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,1,0,0,0,0,1,0,0,1,26,0,0,30,0,0,0,15
train,none,7126434,1,8,2,0,-1,-1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,3,0,0,0,1
train,none,5789396,1,8,3,3,0,0,4,0,3,0,1,0,4,0,0,0,2,2,1,1,0,0,2,2,2,0,1,0,0,2,1,2,1,2,1,0,0,0,72,1,0,16,1.1667,0,0,6
train,none,4647337,1,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,14,1,0,9,1.5,0,0,3
train,none,6178268,1,4,1,9,-1,-1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,4,0,2,0,2,0,0,0,0,17,1,0,8,0,0,0,1
train,none,4205773,2,6,1,5,0,0,6,0,5,1,0,0,5,0,0,0,3,0,0,3,0,0,3,0,4,0,1,0,1,0,0,3,0,3,0,0,0,0,50,9,0,19,1.2,0,3,7
train,none,7934496,1,2,3,2,0,0,2,0,2,0,0,0,2,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,67,1,0,8,1,0,0,2
train,none,7322217,1,4,1,6,0,0,7,0,7,0,0,0,7,0,0,0,2,0,0,0,2,0,0,1,2,1,1,0,0,3,1,3,0,3,2,0,0,0,32,1,0,31,0.6667,0,0,9
train,none,6019048,2,1,1,0,0,0,2,0,2,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,7,9,0,6,2,0,1,2
train,none,5498814,1,1,1,21,0,0,12,0,11,1,0,0,11,0,0,0,10,0,10,0,0,0,0,5,0,1,2,1,0,14,6,28,1,21,6,0,0,0,53,1,0,81,1,0,0,28
train,none,7000207,1,2,1,15,-1,-1,3,0,0,2,0,1,1,0,0,0,1,1,0,1,0,0,1,3,4,1,1,3,0,1,1,9,0,7,3,0,0,0,44,0,0,44,1,0,0,9
train,none,6152636,2,7,1,11,0,0,4,0,3,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,6,2,6,3,0,0,0,34,2,0,25,0,0,3,9
train,none,7786204,1,5,8,0,-1,-1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,11,1,0,3,0,0,0,1
train,none,7521109,1,5,1,6,0,0,10,0,10,0,0,0,10,0,0,0,6,0,0,6,0,0,0,0,3,0,4,0,2,0,0,12,0,7,1,0,0,0,100,1,0,45,0.8519,0,0,17
train,none,5343744,1,8,4,12,0,0,2,0,0,0,2,0,2,0,0,0,8,6,4,0,4,0,6,0,5,0,0,0,0,11,1,6,0,8,1,0,0,0,63,1024,0,18,1.625,0,0,7
train,none,5529562,1,8,3,33,0,0,4,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,4,7,1,1,18,2,23,3,17,4,0,0,0,66,17,0,78,0,0,7,18
train,none,8192330,1,4,2,2,0,0,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,0,4,0,4,1,0,0,0,47,1,0,17,0.5,0,0,5
train,none,7541111,1,2,3,5,0,0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,9,1,0,12,0,0,1,4
train,none,4228466,1,6,4,3,0,0,5,1,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,1,0,1,0,0,0,0,53,1,0,16,0,0,0,6
train,none,4486761,1,3,1,4,0,0,6,0,6,0,0,0,6,0,0,0,2,0,0,2,0,0,2,0,5,0,1,0,0,3,0,3,0,3,1,0,0,0,22,1,0,23,0.4,0,0,8
train,none,7149120,1,11,2,16,0,0,6,2,6,0,0,0,6,0,0,0,2,2,1,1,0,0,1,7,2,0,0,0,0,2,0,4,0,3,1,0,0,0,45,1,0,27,0.7,0,0,7
train,none,7558740,1,6,1,11,0,0,9,0,8,1,0,0,8,0,0,0,2,0,0,2,0,0,0,0,3,0,0,0,0,0,0,4,0,3,1,0,0,0,23,1,0,32,0.8125,0,0,10
train,none,6538820,1,2,1,0,0,0,6,0,6,0,0,0,6,0,0,0,3,0,0,3,0,0,0,0,4,0,0,0,0,3,0,3,1,3,0,0,0,0,43,1,0,20,0.6667,0,0,6
train,none,4556934,1,1,1,0,0,0,8,1,7,1,0,0,7,0,0,0,6,0,0,6,0,0,6,0,7,0,0,0,0,0,0,6,0,6,0,0,0,0,16,1,0,29,0.8571,0,0,8
train,none,4200619,1,4,3,5,0,0,8,0,5,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,1,0,1,0,0,0,0,34,1,0,28,0,0,0,8
train,none,4936795,3,18,1,0,0,0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,62,1,0,4,0,0,0,4
train,none,4039372,2,6,1,5,0,0,3,0,3,0,0,0,3,0,0,0,1,0,0,0,0,1,0,1,2,0,0,1,0,0,3,4,1,3,1,0,0,0,41,2,0,22,1.5,0,5,5
train,none,3868578,1,6,2,6,-1,-1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,0,0,2,0,2,2,0,0,0,23,1,0,16,0,0,0,2
train,none,7201055,2,6,1,5,0,0,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,1,0,3,0,0,0,0,3,0,4,0,4,0,0,0,0,21,9,0,15,1.5,0,3,3
train,none,7492805,1,11,1,15,0,0,2,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,2,5,6,0,8,1,0,6,1,6,3,6,2,0,0,0,37,17,0,49,0,0,0,16
train,none,5111193,2,2,2,3,0,0,3,0,3,0,0,0,3,0,0,0,4,0,0,0,4,0,3,0,0,0,1,1,0,0,0,6,0,5,2,0,0,0,31,12,0,30,1.5,0,4,7
train,none,8604623,1,6,3,10,0,0,4,0,4,0,0,0,4,0,0,0,2,1,1,1,0,0,2,1,2,0,0,1,0,1,2,7,2,7,1,0,1,0,45,1,0,27,1,0,0,5
train,none,7779168,1,5,1,2,0,0,2,0,1,0,0,1,2,0,0,0,2,0,0,2,0,0,2,1,1,0,0,0,0,0,0,2,0,2,0,0,0,0,10,1,0,7,0,0,0,2
train,none,4838704,1,5,4,4,-1,-1,3,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5,0,4,0,0,1,0,3,0,3,1,0,0,0,16,1,0,21,0,0,0,7
train,none,3839517,2,2,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,19,0,6,0,6,0,0,0,0,27,8,0,0,0,0,0,0
train,none,4864235,2,2,3,1,0,0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,26,0,6,0,0,1,2
train,none,4301023,1,7,2,10,0,0,6,1,5,1,0,0,5,0,0,0,2,0,0,2,0,0,0,4,6,0,2,0,0,0,0,8,0,7,1,0,0,0,29,17,0,29,0.8,0,1,9
train,none,3977344,1,2,1,0,0,0,4,0,4,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,14,1,0,11,0.3333,0,0,4
train,none,6183095,1,5,2,1,0,0,4,0,3,0,1,0,4,0,0,0,2,1,1,1,0,0,2,0,2,0,0,0,0,0,0,2,0,2,0,0,1,0,24,1,0,12,0.8333,0,0,4
train,none,4780381,3,4,1,2,0,0,6,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,66,1,0,10,0,0,0,6
train,none,7279793,1,1,1,3,0,0,3,1,1,0,2,0,3,0,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,1,0,4,1,3,1,0,0,0,19,1025,0,23,0.3333,0,0,6
train,none,9140757,1,10,2,25,0,0,8,0,6,1,1,0,7,0,0,0,2,1,1,0,0,1,1,1,7,2,5,0,3,5,6,14,2,11,1,0,0,0,58,1,0,67,0.7143,0,0,16
train,none,8397966,1,1,1,1,0,0,2,0,2,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,20,17,0,11,0,0,0,3
train,none,6276415,1,1,1,2,-1,-1,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,7,17,0,7,0,0,0,2
train,none,8018535,3,41,1,0,0,0,82,0,22,0,0,60,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,662,1,0,4,2,0,0,2
train,none,4244182,1,4,3,2,0,0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,3,2,0,1,0,7,6,8,5,3,5,1,0,0,0,26,1,0,14,0,0,0,3
train,none,6639942,1,10,1,11,0,0,7,1,0,2,0,5,5,0,0,0,7,4,3,4,0,0,5,4,4,0,4,0,0,5,0,12,0,12,3,0,0,0,44,17,0,53,0.9048,0,0,13
train,none,4708154,1,13,1,8,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,2,0,3,0,3,2,0,0,0,40,1,0,23,0,0,0,6
train,none,8547261,1,16,4,36,0,0,6,0,3,1,2,0,5,0,0,0,9,2,0,2,0,7,2,17,16,1,15,4,1,55,19,32,6,30,2,0,0,0,110,1,10,181,0.6889,0,0,38
train,none,7926879,2,2,4,0,-1,-1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,5,0,0,3,0,0,1,1
train,none,6213525,1,3,3,2,0,0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,3,1,0,0,0,0,0,1,0,1,2,0,0,0,20,1,0,14,0.5,0,0,4
train,none,7144021,2,2,2,1,0,0,2,0,2,0,0,0,2,0,0,0,3,0,0,3,0,0,0,0,1,0,0,0,0,6,0,4,0,4,0,0,0,0,15,2,0,15,2,0,3,2
train,none,4734680,1,10,1,15,0,0,4,2,1,2,0,1,2,0,0,0,4,1,0,4,0,0,1,9,0,0,0,2,0,3,0,5,0,5,2,0,0,0,48,0,1,32,0.6667,0,1,6
train,none,9293949,1,6,1,3,-1,-1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,6,0,4,1,0,0,0,23,26,0,16,0,0,10,4
train,none,7568688,2,9,2,10,0,0,7,0,4,1,2,0,6,0,0,0,3,0,1,2,0,0,2,2,3,0,3,4,2,0,1,4,1,4,3,0,0,0,53,10,0,50,1.1667,0,3,14
train,none,4536889,1,8,1,1,0,0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,18,1,0,6,0,0,0,2
train,none,7954026,2,21,4,97,0,0,49,0,46,2,1,0,47,0,0,0,3,0,0,1,2,0,1,42,59,29,39,0,3,75,48,68,4,51,5,1,0,0,270,9,0,753,1.0208,0,4,262
train,none,7784103,1,9,2,14,0,0,11,0,6,0,5,0,11,0,5,0,2,1,0,2,0,0,1,1,2,1,2,0,0,6,1,7,2,6,1,0,0,0,122,1025,0,45,0.95,0,0,13
train,none,8335195,1,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,8,0,0,0,0,0,0
train,none,7650722,1,5,1,5,0,0,2,0,2,0,0,0,2,0,0,0,2,1,0,2,0,0,1,2,2,0,0,0,0,4,0,3,0,3,1,0,0,0,48,17,0,14,0.5,0,0,3
train,none,4747471,1,3,1,12,0,0,4,0,4,0,0,0,4,0,0,0,1,0,0,1,0,0,0,2,1,1,0,2,0,2,1,6,0,4,1,0,0,0,45,1,0,31,0,0,0,6
train,none,8970601,1,6,2,5,0,0,6,0,6,0,0,0,6,0,0,0,6,1,1,4,0,1,5,2,5,0,0,0,0,0,0,8,0,7,0,0,0,0,22,0,0,23,0.8,0,0,6
train,none,6391534,1,18,2,0,0,0,7,0,5,0,2,0,7,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,87,1025,0,15,0,0,0,7
train,none,7584816,1,2,8,2,0,0,8,0,8,0,0,0,8,0,0,0,2,0,0,2,0,0,2,0,4,0,1,0,3,7,0,6,2,2,1,0,0,0,64,1,0,33,0.5,0,0,11
train,none,7927203,1,2,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,9,0,0,0,3
train,none,7633041,1,8,1,2,-1,-1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,3,0,0,0,0,23,1,0,10,0,0,0,1
train,none,8682807,1,1,1,6,0,0,7,0,7,0,0,0,7,0,0,0,4,1,0,4,0,0,1,2,3,0,1,0,0,0,1,7,0,4,1,0,0,0,42,1,0,30,0.6667,0,0,9
train,none,4136680,1,11,2,12,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,4,0,4,0,0,0,0,31,1,0,10,0,0,0,2
train,none,8146987,1,3,4,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,1,0,6,0,0,0,2
train,none,6391015,1,16,1,53,0,0,24,24,24,0,0,0,24,0,0,0,0,0,0,0,0,0,0,39,25,4,38,0,98,0,170,143,186,62,2,0,0,0,198,1,4,509,0,0,0,126
train,none,4593407,2,0,1,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,22,9,0,7,0,0,0,3
train,none,8312832,1,28,4,53,0,0,10,4,3,6,1,0,4,0,0,0,2,0,0,2,0,0,2,8,14,2,8,4,1,2,7,37,0,36,3,1,0,0,91,17,0,143,0.7778,0,0,25
train,none,6800794,1,14,2,21,0,0,18,0,7,1,1,9,17,0,0,0,4,1,0,1,0,3,3,2,22,6,28,0,2,1,2,37,2,25,3,0,0,0,130,16,0,152,0.8382,0,0,55
train,none,3969522,2,15,1,6,0,0,3,0,3,0,0,0,3,0,0,0,4,0,0,4,0,0,0,1,2,0,0,0,0,3,5,3,0,6,1,1,0,1,21,9,0,21,1.5,0,2,3
train,none,7539523,1,3,1,7,0,0,4,4,4,0,0,0,4,0,0,0,1,1,0,0,0,1,0,7,0,0,0,0,0,1,2,0,0,1,0,0,0,0,9,1,0,18,0.3333,0,0,4
train,none,6397068,1,19,4,18,0,0,4,1,3,1,0,0,3,0,0,0,2,1,0,2,0,0,2,4,2,2,0,0,0,11,8,22,3,18,2,0,2,0,109,1,0,44,1,0,0,6
train,none,7898105,3,3,1,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,2
train,none,7617518,1,1,1,0,0,0,3,1,3,0,0,0,3,0,0,0,2,0,0,2,0,0,0,0,3,0,0,0,0,1,0,3,0,3,0,0,0,0,19,1,0,12,0.5,0,0,3
train,none,6254667,1,1,1,0,0,0,7,0,7,0,0,0,7,0,0,0,6,0,0,6,0,0,6,0,6,0,0,0,0,0,0,6,0,6,0,0,0,0,92,1,0,26,0.8333,0,0,7
train,none,6589712,1,22,3,33,0,0,15,4,2,1,12,0,14,0,0,0,9,0,0,9,0,0,0,18,7,0,0,0,0,0,5,51,0,28,2,4,0,0,114,1,0,170,0.8413,0,0,19
train,none,5461682,3,1,1,0,0,0,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,0,5,0,0,0,5
train,none,8905404,2,2,1,0,-1,-1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,3,0,0,0,1
train,none,8263441,2,1,1,17,0,0,16,16,16,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,36,10,0,48,0,1,1,16
train,none,6866681,1,15,4,9,0,0,7,1,4,0,1,2,7,2,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1024,0,17,0,0,1,7
train,none,7165732,1,0,1,0,0,0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,7,1,0,6,0,0,0,2
train,none,4687786,1,6,1,16,0,0,17,0,17,0,0,0,18,0,0,0,8,1,1,1,0,6,1,0,16,3,5,0,0,2,6,24,6,15,2,1,0,0,96,1,0,93,0.7969,0,0,25
