parts,label,sample_id,constructor,cbo,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
train,none,4661962,0,1,1,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,1,0,0
train,none,4665134,0,2,5,6,20,1,4,3,6,0,0,1,0,1,0,2,0,5,1,2,0,0,23,1,0,0
train,none,4666091,1,2,2,2,5,0,0,2,2,0,0,0,0,0,0,2,1,2,0,0,0,0,14,1,0,0
train,none,4667521,0,2,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0
train,none,4671530,0,4,1,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,1,0,0
train,none,4672583,0,1,3,2,13,2,1,2,2,0,0,1,1,0,0,0,1,3,0,2,0,0,10,2,0,0
test,major,7882655,0,3,12,15,62,0,4,2,15,0,0,2,5,0,0,0,5,8,0,5,0,0,8,1,0,0
test,none,4687004,0,0,1,2,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
train,none,4688226,0,2,1,2,5,0,0,1,2,1,1,0,0,0,0,0,0,1,1,0,0,0,9,1,0,0
train,none,4689128,0,3,2,3,13,0,1,2,3,0,0,0,1,0,0,2,0,1,1,3,0,0,18,2,1,0
train,none,4691358,0,3,2,2,8,0,0,3,2,0,0,0,0,1,0,0,0,0,0,1,0,0,12,1,0,0
train,none,4693914,0,1,3,2,6,2,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,10,1,0,1
train,none,4694769,0,1,1,0,4,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,1,0,0
train,none,4700005,0,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,17,0,1
train,none,4705856,0,4,3,6,11,0,0,1,6,0,0,0,0,0,0,2,0,0,0,2,0,0,14,4,0,0
test,none,4716573,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0
train,none,4720056,0,2,1,2,5,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,0,0
train,critical,5615923,0,1,26,15,62,1,12,1,15,0,0,5,7,0,4,6,28,25,8,3,0,0,25,10,0,1
train,none,4734250,0,1,3,3,9,1,1,0,3,0,0,2,0,0,0,0,1,2,0,2,0,0,14,1,0,0
train,major,7957449,0,5,32,7,61,4,9,2,7,1,1,0,9,0,14,0,39,21,0,2,0,0,42,1,0,0
train,none,4735672,0,1,4,0,8,0,0,2,0,0,0,0,0,0,0,2,2,0,0,1,0,0,18,10,0,0
train,none,4737119,0,2,3,2,10,2,0,1,2,0,0,0,2,0,0,0,0,1,0,1,0,0,11,1,0,0
train,none,4737230,0,7,4,5,15,2,3,2,5,0,0,1,1,0,0,0,0,4,0,2,0,0,19,9,0,0
test,none,4737348,1,10,1,2,12,0,0,11,2,1,1,0,0,0,0,0,0,8,0,0,0,0,24,1,0,0
train,none,4739090,0,2,2,1,7,1,0,3,1,0,0,0,0,0,0,0,1,2,1,1,0,0,4,9,0,0
train,none,4743999,0,2,2,3,8,1,0,1,3,1,1,0,0,1,0,1,0,0,0,1,0,0,18,9,0,1
test,none,4745033,0,0,2,1,8,2,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,8,1,0,0
train,none,4745800,0,0,3,0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,10,2,0,0
train,none,4753103,0,1,1,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0
test,none,4755469,0,0,2,4,8,0,1,2,4,0,0,1,0,0,1,0,2,1,1,1,0,0,18,2,0,0
train,none,4756088,0,4,5,20,17,2,3,2,20,1,2,1,1,0,0,0,0,3,0,2,0,0,12,10,0,0
train,none,4758737,0,0,1,2,4,1,1,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,10,10,0,0
train,none,4767234,1,2,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0
train,none,4772031,0,2,2,4,4,1,1,2,4,0,0,0,1,0,2,0,2,1,3,0,0,0,13,1,0,0
test,none,4773397,0,4,1,2,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0
train,none,4778425,0,4,1,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0
train,major,4582889,0,13,10,17,60,0,6,4,17,1,1,0,5,1,1,7,1,12,2,3,0,0,44,1,1,1
train,none,4783162,0,1,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,9,0,1
test,none,4784081,0,2,1,4,6,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0
train,none,4786049,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0
train,major,7588956,1,8,13,19,60,0,4,3,19,1,1,0,5,0,0,6,5,28,2,4,0,0,60,1,0,1
train,none,4790338,0,4,1,7,5,0,1,3,7,1,1,0,0,0,0,0,2,1,2,0,0,0,12,2,0,0
train,major,8300534,0,10,8,33,59,1,11,1,33,1,1,2,0,3,0,6,11,13,4,5,0,0,42,2,0,1
train,none,4798652,0,2,1,3,6,1,2,0,3,1,1,0,0,0,0,0,0,2,0,0,0,0,7,1,0,0
train,none,4806304,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1
train,critical,7949921,0,3,15,15,59,6,3,1,15,3,3,1,7,0,0,6,1,9,1,3,0,0,45,2,0,1
train,none,4816749,0,1,1,3,5,0,1,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,31,9,0,1
train,none,4817472,0,0,4,0,12,1,1,1,0,0,0,0,0,0,1,4,0,4,0,1,0,0,41,9,0,1
train,none,4821096,0,1,3,4,8,0,3,1,4,0,0,0,1,0,0,2,2,4,0,1,0,0,32,1,0,0
train,none,4826023,0,5,4,2,16,4,2,0,2,0,0,0,3,0,0,0,0,2,0,1,0,0,10,2,0,0
train,none,4830091,0,4,1,3,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0
train,none,4832018,0,3,1,2,4,0,0,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0
train,none,4837876,0,3,1,2,3,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0
train,none,4843205,0,1,4,3,6,3,0,1,3,0,0,0,3,0,0,0,0,0,0,1,0,0,16,1,0,0
train,none,4847006,1,7,3,5,22,0,1,5,5,0,0,0,1,1,0,0,0,5,0,1,1,0,62,1,0,1
test,none,4849361,0,14,7,9,33,4,5,2,9,4,7,0,0,1,0,4,0,6,2,3,0,0,38,1,0,0
train,none,4850810,0,4,1,4,4,1,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,1
train,none,4852058,1,2,1,0,5,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,2,0,0
train,none,4856596,0,5,6,11,22,2,2,1,11,0,0,2,0,1,0,1,0,2,1,4,0,0,24,1,1,1
train,none,4865255,0,2,7,7,17,3,1,0,7,0,0,2,2,0,0,0,2,1,0,3,0,0,11,1,0,1
train,none,4866077,0,7,5,13,25,2,5,1,13,1,2,1,0,1,0,1,2,5,0,5,0,0,19,1,0,0
train,major,7563795,0,11,20,14,58,3,9,3,14,2,6,0,11,2,3,9,0,16,3,3,0,0,44,1,0,0
train,none,4875906,0,3,1,2,4,0,1,4,2,1,1,0,0,0,0,0,0,1,0,0,0,0,10,9,0,0
train,none,4886061,0,6,2,5,8,1,2,0,5,2,2,0,0,0,0,0,0,2,0,1,0,0,11,33,0,1
train,none,4887547,0,2,6,1,21,2,0,0,1,1,1,0,3,2,0,1,0,0,0,2,0,0,23,1,0,1
test,none,4896610,0,1,1,2,4,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,0
train,none,4897642,0,2,1,1,3,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0
test,none,4900050,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
train,none,4901677,0,7,2,3,10,1,2,3,3,0,0,0,0,1,0,1,0,2,1,1,0,0,40,2,0,1
test,none,4901849,0,4,7,7,18,0,2,2,7,2,1,0,0,0,0,3,3,2,1,2,0,0,30,1,0,0
train,none,4901851,0,5,6,5,11,1,2,3,5,4,3,0,1,0,1,0,0,2,0,1,0,0,20,1,0,0
train,none,4906096,0,0,2,2,8,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,1
test,none,4906479,0,0,10,3,25,2,2,0,3,0,0,2,5,0,0,0,2,6,0,2,0,0,20,1,0,0
train,none,4909319,0,3,1,0,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,1,0,0
test,none,4909332,0,4,2,8,17,2,1,0,8,1,1,0,0,1,0,2,1,6,0,1,0,0,28,2,2,0
train,none,4910241,0,2,4,4,14,2,2,1,4,0,0,1,0,0,0,0,2,2,0,2,0,0,19,2,0,0
train,none,4911266,0,8,2,8,13,2,2,12,8,1,1,0,0,1,0,16,0,2,1,1,0,0,17,1,1,0
train,none,4917464,0,2,4,6,21,4,7,2,6,2,1,0,3,0,0,0,3,9,0,1,0,0,16,1,0,0
train,none,4918125,0,1,1,2,3,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,6,12,0,0
train,none,4919453,0,2,1,9,24,1,4,0,9,0,0,0,0,0,0,4,4,7,0,0,0,0,17,2,0,0
train,major,4490426,0,5,22,9,58,1,7,1,9,2,1,3,15,0,4,5,1,13,2,4,0,0,72,2,0,1
train,none,4924493,0,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,4,0,1
train,none,4927730,1,3,1,1,5,0,0,0,1,1,7,0,0,0,0,1,0,2,0,0,0,0,10,1,0,1
train,none,4930104,0,2,2,2,9,0,2,4,2,1,2,1,0,0,0,0,0,4,0,1,0,0,15,10,0,0
train,none,4932611,0,3,1,2,6,1,1,1,2,1,1,0,0,0,0,0,0,2,0,0,0,0,64,1,0,1
train,critical,7102262,0,15,16,23,57,1,10,0,23,0,0,2,12,1,2,31,4,11,16,5,0,0,57,1,0,1
train,none,4933194,0,2,2,2,10,2,1,1,2,1,3,0,0,1,0,0,0,1,0,1,0,0,23,2,0,1
train,major,9407577,0,8,13,21,57,2,10,3,21,0,0,0,3,0,3,2,5,13,1,4,0,0,61,20,0,1
train,none,4944991,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,1,0,1
train,none,4950142,0,1,1,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0
train,none,4953209,0,1,4,3,6,3,1,1,3,0,0,0,3,0,0,0,0,1,0,1,0,0,11,1,0,0
test,none,4959879,0,3,1,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,9,0,1
test,none,4960036,0,1,1,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0
test,none,4960946,0,6,2,9,14,2,2,0,9,1,1,0,0,0,0,1,0,2,0,1,0,0,34,0,1,1
train,none,4969461,0,1,5,0,6,3,1,1,0,0,0,0,3,0,3,0,0,1,0,1,0,0,7,1,0,0
test,none,4975742,0,6,1,2,5,0,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,13,2,0,0
train,none,4980296,0,2,2,3,3,1,0,0,3,1,1,0,1,0,0,2,0,0,0,0,0,0,12,1,0,0
test,major,6186565,0,14,1,15,56,1,3,1,15,1,1,0,0,0,0,0,0,11,0,0,3,0,45,4,0,1
test,none,5004854,1,7,1,0,10,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,12,1,0,0
train,none,5005330,0,9,3,13,18,0,3,1,13,0,0,0,1,0,0,2,6,3,0,1,0,0,15,9,0,0
train,none,5014423,1,4,6,15,20,0,1,2,15,0,0,1,3,0,0,0,0,2,0,3,0,0,13,1,0,0
train,none,5020389,0,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
train,major,5366640,1,10,10,27,56,0,10,2,27,3,3,0,3,3,0,12,0,15,4,3,0,0,54,1,4,0
test,none,5025413,0,3,5,7,13,0,3,0,7,1,1,2,2,0,0,0,0,4,0,2,0,0,25,33,0,1
test,none,5025893,0,1,1,7,9,0,0,1,7,6,1,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0
train,none,5040675,0,1,2,1,3,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0
train,none,5041287,0,2,1,2,4,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0
train,none,5045944,0,1,1,1,5,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,30,1,0,1
train,none,5048033,0,2,2,2,4,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,5,10,0,0
train,none,5057041,0,4,4,4,15,1,2,0,4,0,0,0,1,0,0,1,2,5,1,2,0,0,27,1,1,0
test,none,5066014,1,0,4,0,8,0,0,3,0,0,0,0,1,0,0,0,3,4,2,1,0,0,18,1,0,1
train,none,5070999,0,3,3,6,14,0,0,0,6,1,1,1,0,1,0,1,0,0,0,2,0,0,18,1,1,0
train,none,5075026,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
train,none,5091269,0,2,2,1,6,0,0,3,1,0,0,0,1,0,0,1,0,3,0,0,0,0,13,4,0,1
train,none,5093717,0,1,1,2,6,0,0,0,2,0,0,0,0,0,0,0,3,2,1,0,0,0,16,1,0,1
train,none,5102180,0,22,3,4,25,1,2,4,4,0,0,0,0,1,1,0,0,4,0,1,0,0,81,4,0,1
train,none,5102890,0,5,3,10,15,1,4,2,10,2,1,0,2,0,0,2,0,4,0,1,0,0,35,4,0,1
test,none,5106994,0,0,2,0,7,1,1,2,0,0,0,1,0,0,0,0,1,2,2,1,0,0,20,2,0,0
train,none,5107955,0,0,2,0,3,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,17,1,0,1
train,none,5110869,0,5,1,3,6,0,1,4,3,2,2,0,0,0,0,1,0,1,0,0,0,0,60,1,0,1
train,none,5111196,0,0,4,1,15,0,1,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0,12,1,0,0
test,major,4490338,0,9,18,21,56,2,14,3,21,1,1,2,4,0,0,9,1,17,0,5,0,0,56,1,0,0
train,none,5123754,0,1,3,3,7,2,0,2,3,0,0,0,0,0,0,1,0,0,0,1,0,0,10,4,0,0
train,none,5124033,0,2,4,1,6,0,0,2,1,0,0,0,0,0,0,7,0,0,4,3,0,0,17,12,0,0
test,none,5127922,0,1,9,4,25,0,1,1,4,0,0,1,2,2,1,0,0,1,0,4,0,0,28,2,0,0
test,none,5130121,0,2,2,4,7,1,1,0,4,1,1,1,0,0,0,0,0,1,0,1,0,0,9,2,0,0
test,none,5136002,0,0,2,2,5,1,1,0,2,0,0,0,0,0,1,0,3,2,2,0,0,0,5,1,0,0
test,none,5138043,0,15,13,6,47,11,1,5,6,0,0,0,0,1,0,13,0,1,2,2,0,0,62,9,0,1
train,none,5141485,0,6,9,7,23,1,2,0,7,1,3,1,2,1,0,1,1,2,1,4,0,0,29,2,0,0
train,none,5141751,0,3,1,11,13,0,1,2,11,1,1,0,0,0,0,0,0,1,0,0,0,0,25,2,0,0
train,none,5145744,0,0,2,2,7,1,1,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0,34,1,0,1
train,none,5150385,0,1,1,2,4,1,1,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,14,10,0,0
train,none,5161273,1,3,2,6,8,0,0,3,6,0,0,0,1,0,1,0,0,6,0,0,0,0,10,1,0,0
train,none,5164745,0,7,7,12,24,1,6,1,12,1,1,2,2,0,0,0,0,7,2,4,0,0,23,4,0,0
train,none,5173084,0,1,3,2,7,1,2,0,2,0,0,0,2,0,4,0,4,4,4,0,0,0,7,1,0,0
train,none,5176784,0,2,13,13,33,6,7,2,13,0,0,1,4,0,0,2,10,7,1,3,0,0,21,1,0,0
train,none,5177811,0,3,3,3,6,2,0,1,3,0,0,1,0,0,0,0,0,0,0,2,0,0,10,2,0,0
test,none,5180986,1,2,1,0,10,0,0,4,0,0,0,0,0,0,0,0,2,9,1,0,0,0,17,1,0,1
train,major,5023689,0,1,15,4,56,7,3,1,4,1,0,0,14,0,0,0,14,11,0,5,0,0,10,1,0,0
train,none,5184123,0,5,3,9,9,1,5,1,9,0,0,0,2,0,0,0,1,5,0,0,0,0,15,4,0,0
train,none,5186909,0,1,1,9,4,1,2,2,9,0,0,0,0,0,0,2,0,1,0,0,0,1,33,9,0,1
train,none,5200336,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0
train,none,5202532,1,0,3,6,16,0,2,1,6,0,0,0,1,0,0,2,5,7,0,1,0,0,35,1,0,0
train,none,5206791,0,5,3,2,8,0,1,2,2,0,0,1,0,0,0,0,0,1,0,2,0,0,15,4,0,0
train,none,5207888,0,3,2,12,15,1,5,1,12,0,0,1,0,0,0,0,0,5,0,1,0,0,13,2,0,0
train,none,5210111,0,4,2,8,9,1,4,1,8,0,0,1,0,0,0,0,1,4,0,1,0,0,27,2,0,0
train,none,5212058,0,1,2,2,6,0,0,0,2,1,1,0,1,0,0,0,0,0,0,1,0,0,7,1,0,0
train,none,5220844,0,0,1,1,3,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,5,1,0,0
train,none,5226222,0,11,4,15,25,2,3,2,15,0,0,1,0,1,0,1,1,3,1,3,0,0,25,1,0,0
train,critical,5470089,0,17,8,34,55,1,15,1,34,0,0,3,0,1,0,6,1,11,3,3,0,2,49,1,4,0
test,none,5233290,0,1,2,3,11,1,2,0,3,1,1,0,0,1,0,0,0,3,0,1,0,0,25,2,0,1
train,none,5235274,1,1,2,3,8,0,1,1,3,0,0,0,1,0,0,2,0,3,0,1,0,0,9,1,0,0
train,none,5235970,0,1,3,5,8,1,1,1,5,0,0,0,2,0,0,6,0,1,0,0,0,0,8,9,0,0
test,none,5237277,0,2,5,8,22,1,3,2,8,1,1,1,2,1,0,1,2,3,0,2,0,0,25,8,0,0
train,none,5241294,0,0,3,1,9,0,0,1,1,0,0,0,1,1,0,0,0,0,0,2,0,0,9,10,0,0
test,none,5241829,0,3,1,0,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,1,0,1
train,none,5242909,0,2,2,1,6,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,10,1,0,0
train,minor,3877118,0,6,12,19,54,0,10,1,19,0,0,1,5,1,0,7,5,19,7,4,0,0,54,2,1,1
test,major,4809381,0,5,9,19,54,0,7,1,19,0,0,0,0,3,0,7,0,6,2,5,0,1,29,2,7,0
train,none,5262454,1,1,2,4,5,0,0,2,4,0,0,0,0,0,0,2,0,0,0,0,0,0,15,1,0,0
train,none,5275875,0,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0
test,critical,8660273,0,17,14,25,53,0,13,3,25,1,1,2,4,1,0,11,0,19,2,3,0,0,56,1,0,0
test,none,5280072,0,0,2,2,5,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0
train,none,5283018,0,4,1,0,3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0
train,none,5294252,1,5,2,3,12,0,0,1,3,0,0,0,0,0,1,1,0,6,0,1,0,0,12,4,0,0
train,none,5297372,0,1,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0
train,none,5297721,1,2,1,0,5,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,1,0,0
train,none,5302732,0,1,3,1,5,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,7,1,0,0
train,none,5303636,0,4,2,4,8,0,3,2,4,0,0,1,0,0,1,0,1,3,0,1,0,0,14,9,0,0
train,none,5305545,0,1,1,1,3,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,0,1
train,major,8703330,0,14,4,23,53,0,19,1,23,0,0,2,0,0,1,7,10,17,3,2,0,3,37,9,0,0
test,none,5311043,0,6,5,10,23,0,3,4,10,3,2,0,0,0,0,9,1,5,0,1,0,0,47,2,0,1
train,none,5314620,0,7,3,7,17,1,7,2,7,0,0,0,0,0,0,0,7,7,0,1,0,0,22,1,0,0
test,none,5314955,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
test,none,5319003,0,1,1,1,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1
test,none,5321469,0,1,2,1,7,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,22,1,0,1
train,major,5326926,0,10,6,64,53,1,7,1,64,3,1,3,2,0,0,0,2,7,0,1,0,0,32,1,0,1
test,none,5328561,0,1,2,4,8,0,1,1,4,1,1,1,0,0,0,2,0,1,0,1,0,0,14,1,0,0
test,none,5328591,0,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,1
train,major,7870683,0,6,13,20,53,1,7,1,20,2,1,1,6,1,0,23,3,9,0,2,0,0,65,2,6,1
train,none,5331456,0,16,1,21,9,1,8,3,21,0,0,0,0,0,0,0,0,6,0,0,0,3,18,1,0,0
test,none,5333354,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
train,major,6847017,0,8,2,20,52,0,26,3,20,0,0,0,0,0,4,1,18,29,0,1,0,0,49,4,0,0
train,none,5339121,0,0,3,4,12,3,3,1,4,0,0,0,1,0,0,2,2,3,1,1,0,0,12,2,0,0
train,none,5340257,0,3,5,5,17,3,3,5,5,1,2,0,1,1,0,0,3,3,0,2,0,0,25,1,0,0
test,major,5422127,0,4,12,4,51,1,4,3,4,0,0,0,4,0,0,4,11,10,5,5,0,0,23,1,0,0
train,none,5353485,0,1,1,1,4,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1,0,0
train,none,5354961,0,5,1,7,8,1,4,2,7,3,1,0,0,0,0,1,0,5,0,0,0,0,13,2,0,0
train,major,6904479,0,4,11,11,51,2,3,4,11,0,0,0,2,2,0,7,0,3,0,2,0,0,42,2,7,1
train,none,5358686,0,1,2,0,6,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,53,1,0,1
train,none,5361443,0,2,5,8,13,3,2,2,8,3,2,0,2,1,0,3,0,2,1,1,0,0,17,1,0,0
train,major,4566202,0,24,8,19,49,3,13,3,19,3,1,0,1,1,0,1,7,21,1,3,0,0,91,4,0,1
train,none,5374635,0,2,3,5,9,0,1,2,5,0,0,0,2,0,0,2,0,1,0,1,0,0,13,4,1,0
train,none,5375248,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,1,0,1
train,major,8791597,0,13,10,18,49,0,8,2,18,1,1,0,3,1,0,16,0,9,5,5,0,0,161,1,6,1
test,none,5384416,0,3,4,6,17,2,7,2,6,0,0,1,1,0,1,0,2,9,2,2,0,0,20,1,0,0
train,none,5389537,0,0,2,4,4,1,1,0,4,0,0,0,1,0,0,3,0,1,0,0,0,0,6,9,0,0
train,none,5389735,0,0,3,1,10,2,1,2,1,0,0,1,2,0,0,0,0,2,0,2,0,0,10,9,0,0
train,none,5393638,0,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0
train,none,5394056,0,5,1,17,38,0,5,0,17,0,0,0,0,1,0,19,9,14,7,1,0,0,47,1,0,0
train,none,5395652,0,3,1,2,6,1,2,4,2,2,2,0,0,0,0,0,0,2,0,0,0,0,27,9,0,1
train,none,5396847,0,0,1,3,3,1,0,0,3,0,0,0,0,0,0,2,0,0,1,0,0,0,4,1,0,0
train,none,5402098,0,3,9,14,43,4,3,0,14,0,0,1,3,3,1,3,8,5,1,4,0,0,31,1,0,0
train,minor,4110001,0,2,12,9,49,0,3,0,9,3,3,0,6,0,0,8,0,7,0,4,0,0,20,34,8,0
train,none,5409414,0,4,1,1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
train,none,5412639,0,2,2,5,9,1,0,0,5,0,0,1,0,0,0,1,0,1,0,1,0,0,8,1,0,0
train,none,5414004,0,3,4,3,10,1,1,1,3,0,0,0,1,0,0,4,2,1,3,1,0,0,24,2,0,0
train,none,5414837,1,1,1,1,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,12,1,0,1
train,major,9301230,1,8,10,9,48,0,6,5,9,0,0,0,3,3,2,0,6,17,1,6,0,0,44,0,0,0
train,none,5417605,0,1,2,2,8,1,1,1,2,0,0,0,1,0,0,0,0,2,0,1,0,0,6,1,0,0
train,none,5418030,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0
train,none,5419311,0,5,4,9,17,1,4,1,9,1,1,2,0,0,0,0,0,4,0,2,0,0,30,2,0,1
test,none,5420605,0,5,3,11,24,0,7,0,11,0,0,0,0,3,0,8,0,7,2,2,0,0,50,1,0,0
train,major,9006040,0,12,22,20,47,1,12,1,20,0,0,1,8,1,7,10,4,14,2,3,0,0,71,2,2,0
train,none,5423009,1,4,7,9,39,0,4,2,9,1,1,1,0,1,0,0,4,9,0,4,0,0,26,2,0,0
train,none,5423428,0,4,3,3,13,1,2,1,3,0,0,0,0,1,0,0,0,2,0,1,0,0,18,9,0,0
train,none,5424715,0,3,3,4,15,1,1,1,4,0,0,0,1,0,1,0,3,4,1,2,0,0,8,1,0,0
train,none,5426714,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0
train,none,5428702,0,1,9,1,13,4,1,1,1,1,1,0,1,0,1,0,8,1,1,1,0,0,7,1,0,0
train,none,5437215,0,2,3,4,12,2,3,1,4,1,1,0,0,0,0,0,4,4,1,2,0,0,10,9,0,0
train,none,5437592,0,3,1,1,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0
train,none,5440125,0,1,3,1,10,0,0,0,1,0,0,0,1,0,0,0,2,2,0,2,0,0,8,1,0,0
train,none,5444150,0,6,4,7,12,0,1,1,7,1,1,0,2,0,0,0,0,2,0,3,0,0,13,1,0,0
train,none,5445152,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
train,none,5445165,0,7,3,6,10,2,3,0,6,0,0,0,2,0,0,1,3,3,1,1,0,0,18,0,0,0
train,none,5449838,0,7,1,1,3,1,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,9,1,0,0
train,none,5450135,0,1,4,5,12,0,3,0,5,0,0,0,2,0,0,0,2,3,0,3,0,0,16,4,0,0
train,none,5450234,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,65536,0,1
test,none,5456180,0,1,4,3,8,0,1,0,3,2,1,0,1,0,0,7,0,1,1,2,0,0,35,2,0,0
